ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL	SourceURL
p5-deathwish	mod	Deathwish	p5	Pengdoo	10/8/2019	Difficulty,Table,AI,Script	This mod increases the stats of most enemies and changes the AI of bosses past the 5th Palace. Regular enemies and Mementos bosses will have their attributes (St, Ma, En, Lu, Ag) increased and their HP multiplied. Moreover, Mementos missions and Palace bosses will yield much more EXP and yen than usual. If you consider using it, I recommend you play on Merciless difficulty: the x3 multipliers on Critical and Technical hits shorten the fight with high HP enemies.		https://www.youtube.com/watch?v=Q3GCkEn1qns	https://www.dropbox.com/s/92u0bt1n3kj696g/P5%20Deathwish.zip?dl=0	
p5-megalovania	mod	Megalovania BGM	p5	Fish	10/8/2019	BGM	This mod replaces all BGM with Megalovania or Megalovania remixes			https://drive.google.com/drive/folders/1WFX8d8OTcbf7WlJDiUCfy_4LdayQoM3T	
p5-dantevergil	mod	Dante and Vergil Joker Recolors	p5	CrazyGM	10/8/2019	Player	Remember Joker's meme using the Dante and Vergil from Devil May Cry series scheme colors because of their alternate colors in Smash Ultimate? This is a mod based on that.		https://www.youtube.com/watch?v=n4B5m7M_HeU	https://www.mediafire.com/file/cniluucjnfmfa06/Dante%B4s_colors_for_Joker_Phantom_Thief_outifit.rar/file	
p5-battleportraits	mod	All-in-One Battle Portraits	p5	IevanDumal	10/14/2019	PLG,UI,UI,Template	Replaces the black background of the battle UI with a sprite instead of a PLG, neatly rearranged for easy editing of party member icons.<br><br>The included PLG has the original vectors dummied out, shout out to Yangster for discovering the trick		https://cdn.discordapp.com/attachments/143149937247387649/608030593929838593/unknown.png	https://drive.google.com/open?id=1S9lnqSZVBWV9-tedfQ-nPQf_sfdFUjT5	
p5-darkechiplg	mod	Darkechi PLG Icons	p5	lipsum,IevanDumal	10/14/2019	PLG,UI,UI	A version of the "Darkechi Replacer" mod that uses lipsum's io_plg to render the P5R Akechi battle icons as vectors.<br><br>Benefits: Scales to any resolution without artifacting and changes color with status effects. Use the included patch.yml for alignment fixes.		https://cdn.discordapp.com/attachments/143149937247387649/632827927314038804/gimp-2.10_fH2uQuDmdj.png	https://drive.google.com/open?id=15XDdjpzMzYxRZEQ-yz6PLJL8GS8kp_Hj	
p5bgmoverhaul	mod	Persona 5 Music Overhaul	p5	shibe	11/5/2019	BGM	This mod aims to spice up the soundtrack of Persona 5 for a more definitive experience, similar to the Full Moonlight Edition mod for Persona 3 FES. It currently includes songs from Persona 5 Royal, Persona 5: Dancing in Starlight, Persona Q2: New Cinema Labyrinth, and Persona 5 the Animation.			https://mega.nz/#!hqJ3AYJS!dbCM3jYPZEZTPyUPxfPF7JwsfkhbCiVNE_MWhzaZUHE	
usableloki	mod	Usable Loki	p5	Fish	11/18/2019	Persona,Table	This mod gives Loki a complete Skill tree! <br>This is an early version of the mod so you can currently only access Loki by using the Amicitia mod menu (Add Persona/L/Loki 219). Loki's weaknesses and resistances are now completely original			https://drive.google.com/drive/folders/1XUY0lttDxPfE_HlPo39NfcGr-5_s0XQ1	
ps2opening	mod	PS2 P4 Opening	p4g32	teakhanirons	12/21/2019	FMV	The PS2 opening movie exists in the game files under the name "P4CTOP1.MP4" and you can just decrypt that and use rePatch to direct to it when the game calls for the actual file. Of course, this will have the side effect of the P4G opening movie playing in the TV guide thingy.		https://www.youtube.com/watch?v=VmSGiNCv3sA	https://mega.nz/#!XzYh1aAL!l0lYw0Ceg3KgWLM4csfmnnDfAEMOK6T2X7zLlmX_DNw	
p4au-undub	mod	P4AU Undub	p4au	lipsum	1/20/2020	Player,Voice	Undubs voices and movies via a fake custom update + patch.yml. README.md should contain everything you need to know on how to install.		https://streamable.com/wkzrv	https://mega.nz/#F!KqY3EIaB!oi8xHIHAGlgGYixnsh1E-w	
cfb-english	mod	English Patch (CFB Vita)	cfb	froid_san	2/10/2020	Text,Translation	An English port of Catherine:Full Body since Atlus decided not to localize it to the Vita. This is just good old-fashioned transcribing text from numerous videos on YouTube and my own gameplay.<br><b>What's translated:</b><br>All Images that contain text used in menu�s and such<br>Regular Menu/Navigation Text<br>99% of the Cut-scene and FMV<br>90% of the cellphone messages<br>80% of the NPC on the Lounge and Landings (nightmare)<br>All Confessional Questions<br>70% Quotes on loading screen<br><b>What's not translated:</b><br>Most of the Multiplayer mode (PS4 version needs PS+ so can�t see the text there)<br>Arrow labels		https://www.youtube.com/watch?v=DZYN91dsI7Q	https://drive.google.com/open?id=1LFXc1C6jocQcaTyhuMvJZS3Ss9ngUfp0	
p3p-spanish	mod	Persona 3 Portable - Spanish Translation	p3p	HxCannon	10/6/2021	Text,Translation	This translation changes the UI, text, social links, items, skills, textures, menus, EVERYTHING to Spanish, it's 100% translated.		https://www.youtube.com/watch?v=EjwQo-s8vcU	https://drive.google.com/file/d/1f9a1BMi9-RSfuoT5V9RXqZyZlaFSWdv0/view	
p5-royalenvconverter	tool	RoyalEnvConverter	p5	Secre-C	10/7/2021	Env	This Program Converts Royal Env's to a format that can be used in Vanilla P5 and by that, I mean it copy pastes values from a target royal env to a vanilla env<br><br>In order to use, you'll need .NET 3.1			https://github.com/Secre-C/RoyalEnvConverter/releases	
p3d-usa-mod-cpk	mod	P3D USA Mod Support	p3d	lipsum	2/23/2020	CPK	Eboots that add intro skip and mod loading functionality to P3D (USA). Rename to eboot.bin and put in your game's rePatch directory.			https://cdn.discordapp.com/attachments/143149937247387649/679416968708882443/pcse01274.7z	
p5d-usa-mod-cpk	mod	P5D USA Mod Support	p5d	lipsum	2/23/2020	CPK	Eboots that add intro skip and mod loading functionality to P5D (USA). Rename to eboot.bin and put in your game's rePatch directory.			https://cdn.discordapp.com/attachments/143149937247387649/679417150959517716/pcse01275.7z	
p5-ryujiinstakill	mod	Disable Ryuji Instakill	p5	LillianGoulston	2/29/2020	CTD	Removes the Instakill ability from Ryuji's Confidant		https://i.imgur.com/ltdOWYS.png	https://cdn.discordapp.com/attachments/410951708274065409/683396495306784834/Disable_Ryuji_Instakill.zip	
p5-p4gfont	mod	P4G Font for P5	p5	Alan3D	2/29/2020	Font	Replaces P5's main in-game font with P4G's.			https://cdn.discordapp.com/attachments/410951708274065409/683418498055274541/P4G_Font_for_P5.7z	
p4au-patches	mod	P4U2 Patches	p4au	lipsum	2/29/2020		Included patches:<br>- Intro Skip (JP/US Versions)<br>- Japanese Movies (US Version)<br>- English Subs (JP Version) <br>- Content "Enabler" (JP/US Versions)<br>To enable, include these in RPCS3's patch.yml and comment/uncomment the patches you wish to enable/disable under the PPU-<hash> section. <br>You can also apply these patches directly to an eboot.elf file using RPCS3PatchEboot or heeboot.			https://gist.github.com/zarroboogs/9113fa98b01079b39934142e3a3281b3	
p5-royalopening	mod	P5 Royal Opening	p5	slasherguy21	3/4/2020	FMV	This swaps out the original persona 5 opening with Persona 5 Royal opening.			https://www.dropbox.com/s/2xuuim5kmrd38i6/Persona%20Royal%20Opening.zip?dl=0&file_subpath=%2FPersona+Royal+Opening	
p5-epicbgmmod	mod	An EPIC Persona 5 Music Mod	p5	Century_	4/3/2020	BGM	Takes various songs from the original sountrack from Persona 5 and replaces them with musical pieces from Persona 4, Persona Q, Persona Q2, Persona 3/5 Dancing, Persona 5 Royal and Persona 5 Scramble.			https://drive.google.com/drive/folders/1OWkrIwCGDazseVa3fc6ulOZTNbxazBKE	
p3-okami	mod	Persona 3 Okami	p3fes	CrazyGM	4/27/2020	Player,BGM,UI,Voice	Yu appears in 90% of the cutcenes, Izanagi-no-Okami, Izanagi, Magatsu Izanagi and Yoshitsune added to the game, 14 P4 OST tracks added, menu/UI changes, Myriad Truths added (replaces Morning Star)		https://www.youtube.com/watch?v=Y-G7Cb3dhng	https://drive.google.com/uc?id=1gtSayPi9QwZr69uqpy5c-MS1XwOAV_PD&export=download	
p5-p5rfont	mod	P5R/P5D Font	p5	DniweTamp	5/11/2020	Font,Port	I've ported the font from P5D (which is exactly the same in P5R) to P5. Big thanks to Pan-Hime on Twitter for giving me this font so I can use it.	<b>Update 5/11/2020</b>: Fixed buggy languages and edited spacing a bit	https://media.discordapp.net/attachments/365945072107257857/701217102933131295/Screenshot_60.png?width=845&height=475	https://cdn.discordapp.com/attachments/383343424625180675/706844647741194240/P5R_P5D_Font.zip	
p3d-rohan-koichi	mod	Rohan and Koichi Costumes	p3d	80constant	5/15/2020	Skin	Heres my first released Persona mod. This replaces outfits for Junpei and Ken in Persona 3: Dancing in Moonlight to add costumes of Rohan Kishibe and Koichi Hirose from Jojo's Bizarre Adventure: Diamond is Unbreakable.		https://www.youtube.com/watch?v=1si-v8kg6Xg	https://drive.google.com/open?id=1WMtCVP9W_BOjRO_y1coGtgXNS9Cayzgf	
p4-p4gp5rfonts	mod	P4G/P5R Fonts	p4	DniweTamp	5/17/2020	Font,Port	Backported from P4G and P5D		https://cdn.discordapp.com/attachments/364029454269415424/711596464534716482/unknown.png	https://cdn.discordapp.com/attachments/383343424625180675/711597594136150036/P4G_Font.7z	
p5-4k-upscale	mod	Full 4k UI Upscale	p5	rexis	5/19/2020	UI,Bustup	This mod replaces P5's UI textures with higher resolution versions and also disables certain shaders that cause some extra blurriness. New textures are 3 to 5 times higher res (9x-25x pixel count) than the ones found in the ps3 version. Works only with RPCS3. More info inside.	<b>Update 5/19/2020</b>: Updated to 1.2.1	https://i.imgur.com/GjX9ezH.gif	https://mega.nz/file/EPwFWZDb#tMPcaKevE1Z6QCCIESNL5z24fidwS_ZHB8J4MxBRdh8	
p5-p5rkaleidoscope	mod	P5R Styled Kaleidoscope	p5	DniweTamp	5/23/2020	UI	The actual P5R kaleidoscope can't be backported because it works too differently there compared to vanilla, so I made a P5R Styled kaleidoscope traced from screenshots.		https://cdn.discordapp.com/attachments/353506385213784065/713820049097359430/unknown.png	https://cdn.discordapp.com/attachments/383343424625180675/713821502100865144/P5R_Styled_Kaleidoscope.7z	
p5-trueloki	mod	True Loki Mod	p5	ReLyf	5/25/2020	Persona	Replaces Loki with Prince Akechi		https://www.youtube.com/watch?v=znacjWyBwIw	https://cdn.discordapp.com/attachments/714673250205958286/714673568574734336/True_Loki_0219.rar	
p5-alice-sae	mod	Alice but its Sae Niijima	p5	ReLyf	5/25/2020	Persona	Replaces Alice with Shadow Sae		https://www.youtube.com/watch?v=OkDaH9MTQkQ	https://cdn.discordapp.com/attachments/714673250205958286/714888047191261194/Alice3.rar	
p5-redjoker	mod	Red Joker	p5	ReLyf	5/27/2020	Player	Replaces the summer outfits with the title screen model		https://media.discordapp.net/attachments/353506385213784065/715280802455355462/screenshot-2020_05_28_03_02_22.png?width=827&height=465	https://cdn.discordapp.com/attachments/714673250205958286/715290194064179290/Red_Akira.rar	
p5-haruvan	mod	T-Posing Haru Replaces Morgana Van	p5	ReLyf	5/30/2020	Party	Ever wonder "why does atlus gave floof ball so little screentime?" "I wish haru have more screentime" Well now she does! With this mod she get all the screen time she maybe and probably deserves! This replaces carmona with haru T-POSING yes you read that right.		https://www.youtube.com/watch?v=FJDj1w3S-xs	https://cdn.discordapp.com/attachments/714673250205958286/716422969295110185/Haru_Screentime.rar	
p5-protagpersonas	mod	P3, P4, P5 Protagonists as Personas	p5	ReLyf	5/31/2020	Persona	Izanagi - Yu Narukami <br>Orpheus - Minato Arisato<br> Izanagi Picaro - Akira Kurusu		https://www.youtube.com/watch?v=3oaMYiQl02Y	https://cdn.discordapp.com/attachments/714673250205958286/716821202424823808/3Protag.rar	
p5-bunnyshihoann	mod	Bunny Shiho over Ann Catherine Outfit	p5	ReLyf	5/31/2020	Party	Known bugs: Normal Ann Face will bugs out outside of battle because Atlus only use 1 Field animation for all outfit instead of each animation for each outfit (if you want this to be normal again just delete the folder named "field" inside the mod folder, But this will break bunny shiho face outside battle, so choose your poison)		https://www.youtube.com/watch?v=zTnmjNv5P0U	https://cdn.discordapp.com/attachments/714673250205958286/716713593286033428/3.1Bunny_Shiho.rar	
p5-picklerick	mod	Pickle Rick?!	p5	Rieri	6/3/2020	Persona	Ever wonder "Pickle Rick persona when?!" <br>Well. The answer is "Now."<br><br>Pickle Rick replaces Agathion's model. So, it also replaces shadow Agathion's model to Pickle Rick.		https://www.youtube.com/watch?v=KglzM8j9J-s	https://cdn.discordapp.com/attachments/353506385213784065/717576462617673738/Pickle_rick.7z	
p5-p5rdlgsel	mod	Dialogue Select Box	p5	DniweTamp	6/4/2020	UI	Replaces the dialog selection image of Joker. Doesn't include blinking animation		https://media.discordapp.net/attachments/353506385213784065/710441230236123166/unknown.png	https://cdn.discordapp.com/attachments/353506385213784065/710450348489441330/P5S_Joker_Dialogue_select_box.7z	
p5-yup5r	mod	P5R Yu Model Backport	p5	DniweTamp	6/4/2020	Player,Port	P5R's Yu Narukami ported to P5, replaces Yasogami High outfit. Also replaces Paradise Lost with Yu's Katana. Has custom glasses material (from Joker's glasses).		https://media.discordapp.net/attachments/272875751773306881/716089841984471050/unknown-104.png	https://cdn.discordapp.com/attachments/383343424625180675/719066812066693140/P5R_Narukami_without_glasses.7z	
p5-p5ricons	mod	P5R Icons	p5	OneGuy	6/7/2020	UI	Ever wanted persona 5 royal icons knowing that only almighty skills icon changes? Well here's your mod.		https://cdn.discordapp.com/attachments/713128546062696500/719271561982509147/rpcs3_mod_2020-06-07_14-19-42.png	https://drive.google.com/drive/folders/1mZLk-7PIKtkHkV4lWK0PopHa9jDoxe6Q	
p5-twinkechi	mod	Twinkechi	p5	ReLyf	6/7/2020	Table,Script,Encounter	This mod replaces The Twin Fight Challenge with not 1 but 2 Akechi. Known issue: Not compatible with PS3 (still dont know why)		https://media.discordapp.net/attachments/353506385213784065/718149871621898291/screenshot-2020_06_04_22_44_59.png?width=827&height=465	https://cdn.discordapp.com/attachments/714673250205958286/718113142248439808/Twinkechi2.1.rar	
p5-3rdsemesteroutfits	mod	3rd Semester Outfits	p5	DniweTamp	6/8/2020	Player,Party	This mod replaces everyone's real world winter uniforms and casual outfits to those you can see in P5R's 3rd semester. This mod also includes P5R Protagonist's walking, running and other animations		https://cdn.discordapp.com/attachments/383343424625180675/719678430735761459/Screenshot_33.png	https://cdn.discordapp.com/attachments/383343424625180675/719900422453592094/3rd_semester_outfits.7z	
p5-kasumi-darkechi	mod	Kasumi + Darkechi Patch	p5	DniweTamp	6/19/2020		If you ever installed these 2 mods you must have noticed that one of them overwrites some stuff from the other one.<br>This patch-mod makes sure that you have both of these mods working together without problems. <br>Credits for unmasked bustup to TheyCallMeSpy .<br><br>Installation priority: <br>1. This mod <br>2. Kasumi mod <br>3. P5R Backport <br>4. Darkechi mod (the patch was made for 2.0 but should work fine in older version too)		https://cdn.discordapp.com/attachments/353506385213784065/720411835991326740/unknown.png	https://drive.google.com/u/0/uc?id=1AON7ZQEuX1H9hkxqD0kZDwMmKleLYm7U&export=download	
p4-almightyloop	mod	The Almighty Loop Fix	p4	Qlonever	6/21/2020	BGM	This mod fixes the looping on Ameno-Sagiri's boss fight theme, which is broken in the original version of Persona 4.			https://drive.google.com/u/0/uc?id=1fdbLhXEl91dcfRaDnM15ULJVIbfvgx_G&export=download	
notvstatic	mod	No TV Static	p4g-psv,p4g32	ShrineFox	6/25/2020	UI	A modded BIN file that removes the static effect (noise/scanlines) in the TV World. Great for livestreaming or taking clear screenshots!	<b>Update 6/25/2020</b>: Add PC version	https://www.youtube.com/watch?v=cGx-b48CFIs	https://drive.google.com/open?id=1Owzw8t9aCnEw0Unvkdu6GUNA8wNo-gch	
smt3-chronicles-translation	mod	SMTIII: Chronicles Edition - Translation	smt3	KrisanThyme	6/27/2020	Translation	The first and only translation of Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon.	<b>Update 1.1.3</b>:<br>- Fixed a crash that would occur after clearing the Labyrinth of Amala and returning to Shinjuku Hospital. <br>- Fixed a bug where the tutorial didn't display a button prompt for opening your menu.	https://i.imgur.com/Xx2jbOP.png	https://mega.nz/file/xV5nTCIb#iHBLWZyf2OeeitnWonyZARICLi6TakZSWwk-ku-8mAE	
p3fes-nanako	mod	Playable Nanako (WIP Alpha)	p3fes	Pioziomgames	7/10/2020	Player,UI	Changes several of the player models to Nanako (including various new outfits) and changes the Battle/Pause UI.	<b>Update 1.8</b>:<br>- Nanako now has portrait outside of battle<br>- fixed glitch with photo of nanako in menu <br>- fixed a little blue photo of nanako in menu	https://i.imgur.com/gdilLFc.png	https://drive.google.com/drive/folders/14psJ2fXqGONdJ22XEzKiY5-Pgrh5N3Wd	
p4g-remastered-cutscenes	mod	Remastered Cutscenes Pack	p4g32	rudiger__sf	7/11/2020	FMV,QoL	This mod aims to provide an improved visual experience.<br><br>FEATURES <br>- Completely new .USM files that have been reassembled and re-encoded from upscales of the original, Japanese PS Vita files <br>- Frame rates restored to (native) 29.97 FPS - an improvement over the initial PC version's 15 FPS files (REV 2008) <br>- Original aspect ratio restored, fixing the cropped (and in the beta, stretched) images present in the original PC videos <br>- Improved noise reduction with manually re-edited transitions and fades <br>- Redrawn text sequences (e.g. the opening disclaimer, "Characters, art and storylines depicted...") <br>- English and Japanese language tracks retained from the original PC files		https://i.imgur.com/Drh5IV4.jpg	https://drive.google.com/drive/folders/1E1kAUeI-kwWk6m5upIrypQ_AdR1IPkdl	
