ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL	SourceURL
p5r-pc-battlemusicrandomizerdeprecated	mod	Battle Music Randomizer (DEPRECATED)	p5r-pc	YveltalGriffin	11/14/2022	Music Pack	THIS MOD IS OUTDATED!!! GET THE NEW VERSION HERE!<br><br>Warning: This mod has known bugs that will not be addressed. Download the new and improved version  ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/64635	
p5r-pc-replacenomorewhatifswithlolliascover	mod	Replace No More What Ifs with Lollia's Cover	p5r-pc	Kydros LeSaki	11/13/2022	Music Track	A simple mod that replaces No More What Ifs with the cover done by Lollia and insaneintherainmusic, requested by TuftyTulip.		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/64615	
p5r-pc-texteditinginp5r	guide	Text Editing in P5R	p5r-pc	chlorophylls	05/26/2023	Misc	Introduction<br>This guide is intended to show users how to edit text in Persona 5 Royal. I am using the PC version, but the same should apply to the Swi ... 	<b>Updated 05/26/2023</b>	https://images.gamebanana.com/img/ss/tuts/6371e59408078.jpg	https://gamebanana.com/tuts/15363	
p4-widescreenfontfix	mod	Widescreen Font Fix	p4	wxnder	10/17/2023	Quality of Life Misc	Info:<br>This mod aims to fix the issues with the widescreen font fix cheat inside of the original Widescreen Pnach. This mod requires a new widescreen p ... 	<b>Updated 10/17/2023</b>	https://images.gamebanana.com/img/ss/mods/63788461a6ec6.jpg	https://gamebanana.com/mods/412801	
p4g-hdpersonamodels	mod	HD Persona Models	p4g32	Pioziomgames	11/19/2022	Persona Skin	This mod aims to replace as many persona models as possible with their higher quality models from newer games.<br>Replaced models include:<br><br>• 184 of prot ... 		https://images.gamebanana.com/img/ss/mods/634bfebf6af9d.jpg	https://gamebanana.com/mods/407016	
p4g-persona4amber	mod	(WIP) Persona 4 Amber	p4g32	Jalava	11/24/2022	Misc	The goal is to replace all the portraits in the game and eventually move on to textures to match		https://images.gamebanana.com/img/ss/wips/637ea55523f8c.jpg	https://gamebanana.com/wips/72100	
p3fes-deinterlacedundubcutscenes	mod	Deinterlaced Undub Cutscenes	p3fes	ltsophia	03/19/2023	Cutscenes	Improved and Open Source P3FES Undub Cutscenes!<br>This mod vastly improves the quality of the original Undub cutscenes from the Undub Mod, by reripping  ... 	<b>Updated 03/19/2023</b>	https://images.gamebanana.com/img/ss/mods/637ae0f1942e5.jpg	https://gamebanana.com/mods/413136	
p3fes-personaqbattlesoundtrack	mod	Persona Q Battle Soundtrack	p3fes	Mr. Solo Dolo	11/19/2022	BGM	Replaces most battle themes with Persona Q songs<br><br>Mass Destruction Is Now Light That Fire Up In The Night<br><br>Battle For Everyone's Soul Is Now The Infin ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/64715	
p4g-trollfaceinp4g	mod	Trollface in P4G	p4g32	Bamboo Duck	11/24/2022	Yu Skin	The troll replaces the "Winter Yasogami Uniform".<br><br>This is a port of my P3P version to P4G - https://gamebanana.com/mods/395171<br><br>No known issues, trol ... 		https://images.gamebanana.com/img/ss/mods/637f5c19ba414.jpg	https://gamebanana.com/mods/413623	
p5r-pc-travistouchdownjoker	mod	Travis Touchdown Joker	p5r-pc	MadMax1960	11/25/2022	Characters Model	Joker as Travis Touchdown! Has NMH Shading as well for extra Sudaness		https://images.gamebanana.com/img/ss/mods/6380fe301440b.jpg	https://gamebanana.com/mods/413844	
p5r-pc-ngsave	mod	NG+ save	p5r-pc	Lordfrost	11/28/2022	Save File	this file is a completed save so u can start a NG+ game with your own name<br>CONTENTS <br>All confidants goodbye gifts<br>Max social stats<br>All stamps<br>99% comp ... 	<b>Updated 11/28/2022</b>	https://images.gamebanana.com/img/ss/mods/6380d78494458.jpg	https://gamebanana.com/mods/413830	
p5r-pc-thiefmasksondlcoutfitswip	mod	Thief Masks on DLC Outfits (WIP)	p5r-pc	CodexRising	12/01/2022	Misc	A WIP mod for this bounty. As usual I got carried away and I'll be doing the full set of DLC Outfits aside from Morgana's 'cause...well duh<br>Currently  ... 	<b>Updated 12/01/2022</b>	https://images.gamebanana.com/img/ss/wips/63815a1428b8d.jpg	https://gamebanana.com/wips/72141	
p5r-pc-japanesefontmodpc	mod	Japanese Font Mod [PC]	p5r-pc	Century_	11/25/2022	Fonts Texture	A mod that replaces P5R's English font with the one used in the Japanese release. (FOT-Slump Std)<br><br>Unlike P5 Vanilla, Royal actually uses special char ... 		https://images.gamebanana.com/img/ss/mods/63813929ac5ae.jpg	https://gamebanana.com/mods/413885	
p3fes-tinytweaks	mod	Tiny Tweaks	p3fes	wxnder	07/15/2023	Quality of Life	Information<br>After about a year since the v0.1 release of Tiny Tweaks, v1.0 has been released! Huge thank you to everyone who has been a part of the jo ... 	<b>Updated 07/15/2023</b>	https://images.gamebanana.com/img/ss/mods/6374692f288f3.jpg	https://gamebanana.com/mods/412311	
p5r-pc-fullgraphicsoverhaul	mod	Full Graphics overhaul	p5r-pc	DniweTamp	11/26/2022	Texture Packs Texture	This mod is a global overhaul of all model textures in the game.<br>It consists of 2 parts: custom character models and PS4 field textures<br><br>The mod is to ... 		https://images.gamebanana.com/img/ss/mods/63823141ec30d.jpg	https://gamebanana.com/mods/413733	
p5r-pc-russianlanguageforp5r	mod	(WIP) Russian language for P5R	p5r-pc	GoSSy4691	11/26/2022	Misc	Replacing English text to Russian.<br>It's beta version and we work on it.<br><br>Замена текста Англ на Рус язык.<br>Это еще бета версия перевода и он еще не окон ... 	<b>Updated 11/26/2022</b>	https://images.gamebanana.com/img/ss/wips/638243c98b405.jpg	https://gamebanana.com/wips/72164	
p5r-pc-digitaldevilsagaoversjmusic	mod	Digital Devil Saga over SJ music	p5r-pc	Clasho	01/01/1970	Music Track	Replaces SJ's battle and victory theme with Hunting and Level up from DDS 1, respectively.<br><br>Some DDS representation since the Demonica outfits are the ... 	<b>Updated 01/01/1970</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/64864	
p5r-pc-patchedthejojoreferencebackin	mod	Patched the Jojo Reference Back In	p5r-pc	Kekulism	11/26/2022	Event	This mod does exactly what it sounds like. It patches back in the Jojo reference in one of Maruki's classroom questions.<br>If you're using Haayle's Clas ... 		https://images.gamebanana.com/img/ss/mods/6382856e2b2f1.jpg	https://gamebanana.com/mods/414089	
p5r-pc-p4p3fontmod-fot-skip	mod	P4/P3 Font Mod - FOT-Skip	p5r-pc	Kekulism	11/27/2022	Fonts Texture	This mod changes the font used in-game to FOT Skip, the font used in Persona 4 and Persona 3.<br><br>Installation<br>To install, use Reloaded-II in conjunction ... 		https://images.gamebanana.com/img/ss/mods/6383c0ae0489c.jpg	https://gamebanana.com/mods/414268	
p5r-pc-picaro-customboss	mod	Picaro - Custom Boss	p5r-pc	MeovvCAT	12/08/2022	Battle	Picaro is a custom boss battle against Level 99 cognitive echoes of Joker, Yu Narukami, Makoto Yuki and Aigis. They each feature tweaked (but simple)  ... 	<b>Updated 12/08/2022</b>	https://images.gamebanana.com/img/ss/mods/63841622c713b.jpg	https://gamebanana.com/mods/414332	
p5s-royaljokermodel	mod	Royal Joker model	p5s	DniweTamp	11/27/2022	Joker Skin	This mod edits Joker's phantom suit model to have the main body mesh and textures from Royal. The face is still from Strikers because i'm not rigging  ... 		https://images.gamebanana.com/img/ss/mods/6383dee3e7515.jpg	https://gamebanana.com/mods/414298	
p5r-pc-phantomencorep5rpartyskillsaffinities	mod	Phantom Encore: P5R Party Skills/Affinities	p5r-pc	GreenStat1c	11/07/2023	Gameplay	Phantom Encore, my first attempt at modding a Persona game, is a simple rebalance of the party members. The thought process behind balancing this was  ... 	<b>Updated 11/07/2023</b>	https://images.gamebanana.com/img/ss/mods/6384747a2b343.jpg	https://gamebanana.com/mods/414377	
p5r-pc-betteroutfitdescriptions	mod	Better Outfit Descriptions	p5r-pc	Kris!	11/29/2022	User Interface Texture	This mod changes all of Joker's outfit descriptions to be less repetitive.<br><br>Phantom Suit: The phantom thief outfit created by a rebellious spirit<br><br>Sum ... 	<b>Updated 11/29/2022</b>	https://images.gamebanana.com/img/ss/mods/63845a8dacc7a.jpg	https://gamebanana.com/mods/414369	
p5r-pc-buffjokersavefilesngand100completion	mod	Buff Joker Save Files (NG++ and 100% completion)	p5r-pc	Tidemkeit	11/28/2022	Save File	A save file collection with:<br>・100% persona compendium (though I didn't really care about it, so the most of personas has their default skills and noth ... 		https://images.gamebanana.com/img/ss/mods/6384e2df78faa.jpg	https://gamebanana.com/mods/414406	
smtv-nahobinohexa	mod	Nahobino Hexa	smtv	xtremegat	11/29/2022	Protagonist Skin	????????????		https://images.gamebanana.com/img/ss/mods/63854bbaa5849.jpg	https://gamebanana.com/mods/414461	
p5r-pc-thomasovermorganacar	mod	Thomas over Morgana Car	p5r-pc	YEYE_bilibili	11/29/2022	Characters Model	托马斯超过莫甘娜汽车		https://images.gamebanana.com/img/ss/mods/638566e5d1cef.jpg	https://gamebanana.com/mods/414473	
p5r-pc-randomizedcustomizableshopbannercolors	mod	Randomized/Customizable Shop Banner Colors	p5r-pc	SecreC.	11/29/2022	Misc	This mod randomizes the color for the streaks over shop banners, and includes a config option to allow users to set their own colors.	<b>Updated 11/29/2022</b>	https://images.gamebanana.com/img/ss/mods/6385542e226f1.jpg	https://gamebanana.com/mods/414464	
p5r-pc-severeskillsprebalance	mod	Severe Skill SP Rebalance	p5r-pc	chazg	12/27/2022	Misc	Severe damage magic skills suck. They do only around 12% more damage than their -dyne equivalents, despite being 4x more expensive SP-wise. This mod l ... 	<b>Updated 12/27/2022</b>	https://images.gamebanana.com/img/ss/mods/63858583c4246.jpg	https://gamebanana.com/mods/414478	
p5r-pc-nosmallpotatoes	mod	No Small Potatoes	p5r-pc	Light8227	06/04/2023	Event	Makes a line of dialogue in the 3rd Semester revert to what it was before one of the P5R updates.	<b>Updated 06/04/2023</b>	https://images.gamebanana.com/img/ss/mods/6386a261d16a6.jpg	https://gamebanana.com/mods/414614	
p5r-pc-commissiontheratfromaiovermorgana	mod	[COMMISSION] The Rat from AI over Morgana	p5r-pc	MadMax1960	11/30/2022	Characters Model	The rat from AI over Morgana, apparently named Aibis or something idk	<b>Updated 11/30/2022</b>	https://images.gamebanana.com/img/ss/mods/6386f08b84859.jpg	https://gamebanana.com/mods/414653	
p5r-pc-restoredoutfitsdialogue	mod	Restored Outfits Dialogue	p5r-pc	chlorophylls	11/10/2023	Misc	Overview<br>This mod aims to restore the functionality for party member dialogue for equipped outfits, which is technically unused/cut in the final game, ... 	<b>Updated 11/10/2023</b>	https://images.gamebanana.com/img/ss/mods/6386db3032829.jpg	https://gamebanana.com/mods/414644	
p5r-pc-whiteglovesonjokerraidoumodel	mod	White Gloves on Joker Raidou Model	p5r-pc	CodexRising	12/17/2022	Characters Model	Made for this request <br><br>This changes Joker's Raidou model to include white gloves.<br><br>Note: LOAD DLC RESTORATION MOD FIRST and follow their instructions ... 	<b>Updated 12/17/2022</b>	https://images.gamebanana.com/img/ss/mods/63873123df497.jpg	https://gamebanana.com/mods/414671	
p5r-pc-betterdreams	mod	(WIP) Better Dreams	p5r-pc	Starbloom	11/30/2022	Misc	Adds a "Dream Reading" option to Chihaya, unlocked at the same time as her Affinity Reading skill (Rank 5). For 1000yen, guarantees a dream event if y ... 		https://images.gamebanana.com/img/ss/wips/63874e154bb9a.jpg	https://gamebanana.com/wips/72249	
p5r-pc-anotheredenmusicreplacement	mod	Another Eden Music Replacement	p5r-pc	Entweihen	11/30/2022	Music Pack	Replace some musics of p5r by AE ost<br><br>Take Over - > Those who inherit the stars (Phantom theme - Edited version)<br><br>Last Surprise - > Brillant Streamer  ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/64918	
p5r-pc-phantomthievesextraconfidantskills	mod	Phantom Thieves Extra Confidant Skills	p5r-pc	chazg	11/30/2022	Misc	Persona 4 Golden added a cool feature where the party learned new battle skills as they ranked up their social link. A lot of the skills sucked, but i ... 		https://images.gamebanana.com/img/ss/mods/63878745b741d.jpg	https://gamebanana.com/mods/414701	
p5r-pc-outfitgacha	mod	Outfit Gacha	p5r-pc	MeovvCAT	12/01/2022	Misc	Adds an outfit gacha/lootbox shop with comically unfair probability rates to the Second-hand Clothing shop in Kichijoji.<br><br>Summer Uniforms Common (16.6 ... 		https://images.gamebanana.com/img/ss/mods/638853193330a.jpg	https://gamebanana.com/mods/414795	
p5r-pc-socialstattracker	mod	Social Stat Tracker	p5r-pc	AnimatedSwine37	12/01/2022	Misc	Displays how many more points you need to rank up each social stat in the stats menu and when gaining stats.<br><br>Note that the number of notes shown when ... 		https://images.gamebanana.com/img/ss/mods/638841b11cc7f.jpg	https://gamebanana.com/mods/414790	
p5r-pc-thiefmasksondlcoutfits	mod	Thief Masks on DLC Outfits	p5r-pc	CodexRising	12/12/2022	Characters Model	A mod made for this request. As usual I got carried away and did the full set of DLC Outfits aside from Morgana's 'cause...well duh.<br><br>Only DLC Outfits ... 	<b>Updated 12/12/2022</b>	https://images.gamebanana.com/img/ss/mods/638925b489eae.jpg	https://gamebanana.com/mods/414880	
p5r-pc-wiiremotebuttonprompts	mod	Wii Remote Button Prompts	p5r-pc	temmytoa	12/01/2022	User Interface Texture	Replaces all Xbox button prompts in the game with ones for the Wiimote<br><br>Comes in both Waggle and non-Waggle versions<br><br>Yes, it looks terrible. Yes, it  ... 		https://images.gamebanana.com/img/ss/mods/6389286e73ab4.jpg	https://gamebanana.com/mods/414882	
p5r-pc-yunarukamibattlevoicesorta	mod	Yu Narukami Battle Voice (sorta)	p5r-pc	pokehedgehog321	12/02/2022	Voice	The title speaks for itself, I went into SOUND_E.CPK and extracted Jokers voice line files and replaced them with Yu's voice. I was making this for th ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/64946	
p5r-pc-inheritablesignatureskills	mod	Inheritable Signature Skills	p5r-pc	Light8227	06/04/2023	Cheat	This mod will make all formerly uninheritable skills able to be inherited via fusion. These range from attack skills, buffs, and even passives that sh ... 	<b>Updated 06/04/2023</b>	https://images.gamebanana.com/img/ss/mods/638b3651703e1.jpg	https://gamebanana.com/mods/415096	
p5r-pc-fearofgodreplacesthegreatsign	mod	Fear of God replaces The Great Sign	p5r-pc	Mofuringu	12/04/2022	Music Track	idk why Atlus chose a random boss fight theme from the 3ds remake instead of the regular battle theme which is 1000 times better in my opinion lol<br>Als ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/64966	
p5s-fixedshadowjokerface	mod	Fixed Shadow Joker face	p5s	DniweTamp	12/04/2022	Misc Skin	This mod fixes very crusty face texture on Akane's Joker<br><br>This works with both the story boss and my mod that replaces playable Joker (they use the sa ... 		https://images.gamebanana.com/img/ss/mods/638cd333a45ee.jpg	https://gamebanana.com/mods/415336	
p3fes-p3pchristmasoutfits	mod	P3P Christmas Outfits	p3fes	Pioziomgames	12/04/2022	Skin	This mod replaces Yukari's, Aigis' and Mitsuru's models with ones based on their p3p christmas outfits (but still in the fes style).<br>All models were t ... 		https://images.gamebanana.com/img/ss/mods/638cf4b543af6.jpg	https://gamebanana.com/mods/415360	
p4g-persona4theanimationop2overshadowworld	mod	Persona 4: The Animation OP 2 over Shadow World	p4g32	Lucinator_14	12/05/2022	Misc Effect	Basically Replaces Keys Plus Words, the intro from Persona 4: The Animation, over Shadow World, the intro to Persona 4 Golden.		https://images.gamebanana.com/img/ss/mods/638d6390d0588.jpg	https://gamebanana.com/mods/415431	
p5r-pc-arsnestrikersskillrehaul	mod	Arsène Strikers Skill Rehaul	p5r-pc	witherpiggy	12/16/2022	Misc	A mod that makes Arsène's skill inherits after level 7 the same as in Strikers (not including Rebel Soul), as follows:<br><br>Eiha (Innate)<br>Cleave (2)<br>Sukun ... 	<b>Updated 12/16/2022</b>	https://images.gamebanana.com/img/ss/mods/638e3c7763bbc.jpg	https://gamebanana.com/mods/415489	
p5r-pc-everyoneismorgana	mod	Everyone Is Morgana	p5r-pc	BobbyTheCatfish	01/07/2023	Model	This mod replaces all the character/persona/enemy models with Morgana. SOMEHOW THIS EQUATES TO ALMOST 8GB, so keep that in mind before downloading.<br><br>Y ... 	<b>Updated 01/07/2023</b>	https://images.gamebanana.com/img/ss/mods/638eef760dd46.jpg	https://gamebanana.com/mods/415568	
smt3-skipamalaminigame	mod	Skip Amala minigame	smt3	Matthiew Purple	03/28/2023	Resource	1.<br>Introduction<br><br>2.<br>Installation<br><br>3.<br>Uninstall<br><br>   1.<br>   Introduction<br><br>This mod makes you automatically skip the minigame that plays when traveling be ... 	<b>Updated 03/28/2023</b>	https://images.gamebanana.com/img/ss/mods/638f258ef31ff.jpg	https://gamebanana.com/mods/415578	
p5r-pc-persona5picaropersonaskillpartyrebalance	mod	Persona 5 Picaro: Persona, Skill & Party Rebalance	p5r-pc	Lightboom	04/15/2024	Misc	Persona 5 Picaro<br>This mod is my take on the balance of P5R, with changes to skills and some personas to balance them out (looking at you DLC personas) ... 	<b>Updated 04/15/2024</b>	https://images.gamebanana.com/img/ss/mods/638fda516907e.jpg	https://gamebanana.com/mods/415659	
p5r-nx-buffjokersavefilesngand100completion	mod	Buff Joker Save Files (NG++ and 100% completion)	p5r-nx	Tidemkeit	12/07/2022	Misc	A save file collection with:<br>・100% persona compendium (though I didn't really care about it, so the most of personas has their default skills and noth ... 		https://images.gamebanana.com/img/ss/mods/639031420c194.jpg	https://gamebanana.com/mods/415704	
p5r-pc-p5rultrawidepatch	mod	P5R Ultrawide Patch	p5r-pc	Starbloom	12/24/2022	Fix	In need of testing and feedback! I've tested it on my display (21:9 3440x1440) including other windowed resolutions, but there may be issues. Any sugg ... 	<b>Updated 12/24/2022</b>	https://images.gamebanana.com/img/ss/mods/63911b72ce42e.jpg	https://gamebanana.com/mods/415804	
p5r-pc-yoshizawaoverhaul	mod	Yoshizawa Overhaul	p5r-pc	Light8227	06/04/2023	Characters Model	The following WIP contains spoilers for the third semester of Persona 5 Royal. Proceed at your own risk.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>This WIP replaces as many insta ... 	<b>Updated 06/04/2023</b>	https://images.gamebanana.com/img/ss/mods/63914cbb135d8.jpg	https://gamebanana.com/mods/415823	
p5r-pc-zanovergaru	mod	Zan over Garu	p5r-pc	chazg	06/08/2023	Misc	Renames all instances of Garu with Zan. As God intended.	<b>Updated 06/08/2023</b>	https://images.gamebanana.com/img/ss/mods/63919d8c3eb37.jpg	https://gamebanana.com/mods/415856	
p5r-pc-ultimatelocalization-shibuya	mod	(WIP) Ultimate Localization - Shibuya	p5r-pc	CodexRising	01/09/2023	Misc	This is a WORK IN PROGRESS mod that aims to translate all textures in Shibuya containing Japanese characters, such as:<br><br>• Subway signs<br>• Posters<br>• Sto ... 	<b>Updated 01/09/2023</b>	https://images.gamebanana.com/img/ss/wips/63939796c30a2.jpg	https://gamebanana.com/wips/72437	
smt3-originalps2cutscenesforupscaling	tool	Original PS2 Cutscenes For Upscaling	smt3	Hippy101	12/10/2022	Misc	Hello all, I would like to share a full cutscene rip file with you all, from the original PS2 game. Extracting the game's .IPS file was a bit annoying ... 		https://images.gamebanana.com/img/ss/tools/6393d0ced37fc.jpg	https://gamebanana.com/tools/11483	
p5r-pc-saulgoodmanskillicons	mod	Saul Goodman Skill Icons	p5r-pc	chazg	12/17/2022	Misc	Turns all the Skill icons (aside from auto skills) into the funny bloke from that one show. No, I don't remember making this. Help.<br><br>Not compatible wi ... 	<b>Updated 12/17/2022</b>	https://images.gamebanana.com/img/ss/mods/6394071d8c660.jpg	https://gamebanana.com/mods/416110	
p5r-pc-ididntaskforthis	mod	I didn't ask for this	p5r-pc	Lightboom	12/10/2022	Misc	I didn't ask for this. Yes I'm sure. Please stop asking...<br><br>This mod removes the mandatory request to become your mask which shadows that you have as  ... 		https://images.gamebanana.com/img/ss/mods/6394b94a659b9.jpg	https://gamebanana.com/mods/416180	
p5r-pc-cinematictalearsnepq2-inspiredarsnerehaul	mod	'Cinematic Tale Arsène' PQ2-inspired Arsène rehaul	p5r-pc	TheP0w3r10154	12/10/2022	Misc	Yo.<br><br>I think we all know that base Arsène's move pool sucks considering his design, so here's a sort of remedy for that issue. Arsène, along with the  ... 		https://images.gamebanana.com/img/ss/mods/6393b108882bc.jpg	https://gamebanana.com/mods/416068	
p5r-pc-alternativedivinejudgement	mod	Alternative Divine Judgement	p5r-pc	JoltGanda	12/27/2022	Misc	This mod is SUPER simple, though it's a table and description editing mod.<br>I changed two lines per skill: I replaced "Set HP" to "Deal Damage" and tur ... 	<b>Updated 12/27/2022</b>	https://images.gamebanana.com/img/ss/mods/6395328649246.jpg	https://gamebanana.com/mods/416286	
p5r-pc-8bitlifewillchangeandriversinthedesert	mod	8bit Life Will Change and Rivers in the Desert	p5r-pc	Fish Cannon99	12/11/2022	Music Track	8bit versions of Life Will Change and Rivers in the Desert. <br>Life Will Change -instrumental version- replaced with 8bit variant.<br>Both versions of Rive ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65060	
p5r-pc-lightsgamerrebalance	mod	Light's Gamer Rebalance	p5r-pc	Light8227	12/14/2022	Misc	people on discord told me to post this<br><br>TLDR I made a 'rebalance' for myself so yeah<br>All physical skill learnsets for party members actually scale cor ... 	<b>Updated 12/14/2022</b>	https://images.gamebanana.com/img/ss/mods/6396982e1bead.jpg	https://gamebanana.com/mods/416466	
smt3-truehdcutscenes	mod	True HD Cutscenes	smt3	Hippy101	12/13/2022	Movies Resource	Fine I'll Do it Myself" <br><br>Hello all, I have upscaled the PS2 Nocturne's cutscenes and implemented them into the game's unity assets, now I wanted to  ... 		https://images.gamebanana.com/img/ss/mods/63985ffe18093.jpg	https://gamebanana.com/mods/416643	
p5r-pc-jazzclubskillcards	mod	Jazz Club Skill Cards	p5r-pc	AnotherNicholas	12/14/2022	Event	Taking Futaba to the Jazz Club on a Sunday's she will give the player the appropriate skill card for that day.<br><br>Might do a bigger mod changing around  ... 		https://images.gamebanana.com/img/ss/mods/63995302631c6.jpg	https://gamebanana.com/mods/416742	
p5r-pc-commissionpuppyfromdragaliaovermorgana	mod	[Commission] Puppy from Dragalia over Morgana	p5r-pc	MadMax1960	12/14/2022	Characters Model	Replaces the overworld cat models and bustup with Puppy from Dragalia. It doesn't replace battle model, though technically you could make it, wouldn't ... 		https://images.gamebanana.com/img/ss/mods/63994be825c93.jpg	https://gamebanana.com/mods/416738	
p3p-darksoulsskeletoninp3p	mod	Dark Souls skeleton in P3P	p3p	Bamboo Duck	12/14/2022	Model Import	This mod replaces the MC's default outfit.<br><br>The skeletons behind Firelink Shrine be like -		https://images.gamebanana.com/img/ss/mods/6399d64e8585d.jpg	https://gamebanana.com/mods/416775	
p4g-unseenvortexorverthealmighty	mod	Unseen Vortex orver The Almighty	p4g32	Nottoknow2	12/15/2022	Music			https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/65118	
p5r-pc-mikudayoovermorgana	mod	Mikudayo over Morgana	p5r-pc	MadMax1960	12/15/2022	Characters Model	Has a name replacement, so you don't need to ask what slot it's on.		https://images.gamebanana.com/img/ss/mods/639a909dcba88.jpg	https://gamebanana.com/mods/416863	
p5r-pc-removecombatcharacterui	mod	Remove Combat Character UI	p5r-pc	DeathChaos	12/15/2022	User Interface Texture	Removes the UI that shows up around the active player character during combat.		https://images.gamebanana.com/img/ss/mods/639a84cd720d0.jpg	https://gamebanana.com/mods/416856	
smt3-uncappedmagic	mod	Uncapped magic	smt3	Matthiew Purple	04/08/2023	Resource	1.<br>Introduction<br><br>2.<br>Installation<br><br>3.<br>Uninstall<br><br>   1.<br>   Introduction<br><br>This mod removes the damage cap of all magic skills (which makes them COMPLETEL ... 	<b>Updated 04/08/2023</b>	https://images.gamebanana.com/img/ss/mods/639aec21bf8ce.jpg	https://gamebanana.com/mods/416903	
smt3-focusmagic	mod	Focus magic	smt3	Matthiew Purple	04/25/2023	Resource	1.<br>Introduction<br><br>2.<br>Installation<br><br>3.<br>Uninstall<br><br>   1.<br>   Introduction<br><br>This mod makes the skill Focus work with magic attacks too. The first time you  ... 	<b>Updated 04/25/2023</b>	https://images.gamebanana.com/img/ss/mods/639b8273b365b.jpg	https://gamebanana.com/mods/416965	
p5r-pc--barionskillnames	mod	-barion Skill Names	p5r-pc	chazg	06/08/2023	Misc	Requested by Algernonab <br><br>Changes the names of all Severe Magic skills to their -barion equivalents from SMT V. Also renames Abyssal Wings to Maeigaba ... 	<b>Updated 06/08/2023</b>	https://images.gamebanana.com/img/ss/mods/639c1f056b4eb.jpg	https://gamebanana.com/mods/417027	
p5r-pc-p3p4bossthemesdlcbattles	mod	P3/P4 Boss Themes (DLC Battles)	p5r-pc	pokehedgehog321	12/16/2022	Music Track	Replaces Narukami and Yuki's normal battle themes with actual boss themes.<br><br>Songs I replaced:<br>- I'll Face Myself -Battle- over Reach Out To The Truth<br> ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65161	
p5r-pc-twinshairconsistency	mod	Twins Hair Consistency	p5r-pc	JinxReloadVEVO	02/10/2023	Texture	Recolors the bustups, conversation cutins, and model of the Twins' and Lavenza's hair to be white instead of blond to match their AOA Artwork, AOA cut ... 	<b>Updated 02/10/2023</b>	https://images.gamebanana.com/img/ss/mods/639cd5320e36e.jpg	https://gamebanana.com/mods/417108	
p5r-pc-tiktokvoiceforconfidantpoems	mod	TikTok voice for confidant poems	p5r-pc	SecreC.	12/18/2022	Voice	replaces all the Confidant rank 1 and 10 poem voice lines with TikTok Text-to-Speech.<br><br>Created with https://weilbyte.github.io/tiktok-tts/<br><br>inspired b ... 	<b>Updated 12/18/2022</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65186	
p3p-persona3portablealternativesummonmod	mod	Persona 3 Portable: Alternative Summon mod	p3p	Bamboo Duck	12/18/2022	Model Edit	This mod will replace the Main Character's summoning animation with a new one created by me.<br><br>I will add this animation to other costumes later on, en ... 		https://images.gamebanana.com/img/ss/mods/639f2bf4a60c5.jpg	https://gamebanana.com/mods/417373	
p5r-pc-cognitiveannandshihooverpantherrealshiho	mod	Cognitive Ann and Shiho over Panther + Real Shiho	p5r-pc	NovaNeptune4	12/20/2022	Characters Model	Someone had to bite the bullet and make it.<br><br>As requested by VeraRex, this mod replaces Panther, Swimsuit Ann, and overworld Shiho with their Cognitiv ... 	<b>Updated 12/20/2022</b>	https://images.gamebanana.com/img/ss/mods/639fa832174b6.jpg	https://gamebanana.com/mods/417476	
smt3-analyzebosses	mod	Analyze bosses	smt3	Matthiew Purple	05/13/2023	Resource	1.<br>Introduction<br><br>2. Important notes<br><br>3.<br>Installation<br><br>4.<br>Uninstall<br><br>   1.<br>   Introduction<br><br>This mod makes the skill Analyze and item Spyglass work on  ... 	<b>Updated 05/13/2023</b>	https://images.gamebanana.com/img/ss/mods/63a0775eeaf70.jpg	https://gamebanana.com/mods/417551	
p5r-pc-annwearing50layersofclothing	mod	Ann wearing 50 layers of clothing	p5r-pc	CodexRising	12/19/2022	Characters Model	Switches Ann's swimsuit outfit for the 50 layers of clothing one 'cause haha		https://images.gamebanana.com/img/ss/mods/63a0a096860dd.jpg	https://gamebanana.com/mods/417578	
